Sentence,Word,POS,Tag
,25,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1032,Description,NOUN,O
,FDMS,PROPN,PDE-B
,509624375,NUM,PDE-I
,509624375,NUM,PDE-L
,.,PUNCT,O
1033,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1034,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,752.31,NUM,PI-U
,.,PUNCT,O
1035,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1036,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,160.99",NUM,B-U
,.,PUNCT,O
1037,Date,NOUN,O
,25,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1038,Description,NOUN,O
,YOURCASH,PROPN,PDE-B
,/HR92140,VERB,PDE-L
,.,PUNCT,O
1039,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1040,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,230.00",NUM,PI-U
,.,PUNCT,O
1041,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1042,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,390.99",NUM,B-U
,.,PUNCT,O
1043,Date,NOUN,O
,25,NUM,O
,Jan,PROPN,O
,19,NUM,O
,.,PUNCT,O
1044,Description,NOUN,O
,WHYBROW,PROPN,O
,.,PUNCT,O
1045,Type,VERB,O
,SO,PROPN,O
,.,PUNCT,O
1046,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1047,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,550.00,NUM,O
,.,PUNCT,O
1048,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,840.99",NUM,O
,.,PUNCT,O
1049,(,PUNCT,O
,Continued,VERB,O
,on,ADP,O
,next,ADJ,O
,page,NOUN,O
,),PUNCT,O
,Page,NOUN,O
,6,NUM,O
,of,ADP,O
,7,NUM,O
,logo,NOUN,O
,",",PUNCT,O
,Lloyds,PROPN,O
,Bank,PROPN,O
,.,PUNCT,O
1050,09,NUM,ID-B
,April,PROPN,ID-I
,2019,NUM,ID-L
,Lloyds,PROPN,O
,Bank,PROPN,O
,plc,PROPN,O
,.,PUNCT,O
1051,Registered,PROPN,O
,Office,PROPN,O
,:,PUNCT,O
,25,NUM,O
,Gresham,PROPN,O
,Street,PROPN,O
,",",PUNCT,O
,London,PROPN,O
,EC2V,NOUN,O
,7HN,NUM,O
,.,PUNCT,O
1052,Registered,VERB,O
,in,ADP,O
,England,PROPN,O
,and,CCONJ,O
,Wales,PROPN,O
,no,INTJ,O
,.,PUNCT,O
1053,2065,NUM,O
,.,PUNCT,O
1054,Authorised,VERB,O
,by,ADP,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,regulated,VERB,O
,by,ADP,O
,the,DET,O
,Financial,PROPN,O
,Conduct,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,under,ADP,O
,Registration,PROPN,O
,Number,PROPN,O
,119278,NUM,O
,.,PUNCT,O
,BUSINESS,PROPN,O
,ACCOUNT,PROPN,O
,Sort,PROPN,O
,Code,PROPN,O
,30,NUM,O
,-,PUNCT,O
,18,NUM,O
,-,PUNCT,O
,06,NUM,O
,Account,PROPN,O
,Number,PROPN,O
,17212368,NUM,ANU-U
,Your,DET,O
,Transactions,NOUN,O
,Column,PROPN,O
,Date,PROPN,O
,.,PUNCT,O
1055,Column,PROPN,O
,Description,PROPN,O
,.,PUNCT,O
1056,Column,PROPN,O
,Type,PROPN,O
,.,PUNCT,O
1057,Column,NOUN,O
,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
1058,Column,NOUN,O
,Money,NOUN,O
,Out,ADV,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
1059,Column,PROPN,O
,Balance,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
1060,Date,NOUN,O
,25,NUM,O
,Jan,PROPN,O
,19,NUM,O
,.,PUNCT,O
1061,Description,NOUN,O
,PAYPOINT,PROPN,PDE-B
,COLLECTIO,NOUN,PDE-I
,0007438729122009,NUM,PDE-L
,.,PUNCT,O
1062,Type,VERB,O
,DD,PROPN,PT-U
,.,PUNCT,O
1063,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1064,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,337.17",NUM,O
,.,PUNCT,O
1065,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,503.82",NUM,O
,.,PUNCT,O
1066,Date,NOUN,O
,28,NUM,O
,Jan,PROPN,O
,19,NUM,O
,.,PUNCT,O
1067,Description,NOUN,O
,YOURCASH,PROPN,PDE-B
,/HR92140,VERB,PDE-L
,.,PUNCT,O
1068,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1069,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,070.00",NUM,O
,.,PUNCT,O
1070,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1071,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,573.82",NUM,O
,.,PUNCT,O
1072,Date,NOUN,O
,28,NUM,O
,Jan,PROPN,O
,19,NUM,O
,.,PUNCT,O
1073,Description,NOUN,O
,FDMS,PROPN,PDE-B
,509624375,NUM,PDE-I
,509624375,NUM,PDE-L
,.,PUNCT,O
1074,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1075,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,278.23",NUM,O
,.,PUNCT,O
1076,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1077,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,852.05",NUM,O
,.,PUNCT,O
1078,Date,NOUN,O
,28,NUM,O
,Jan,PROPN,O
,19,NUM,O
,.,PUNCT,O
1079,Description,NOUN,O
,PAYPOINT,PROPN,PDE-B
,COLLECTIO,NOUN,PDE-I
,0007438729122009,NUM,PDE-L
,.,PUNCT,O
1080,Type,VERB,O
,DD,PROPN,PT-U
,.,PUNCT,O
1081,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1082,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,367.75",NUM,O
,.,PUNCT,O
1083,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,484.30",NUM,O
,.,PUNCT,O
1084,Date,NOUN,O
,29,NUM,O
,Jan,PROPN,O
,19,NUM,O
,.,PUNCT,O
1085,Description,NOUN,O
,FDMS,PROPN,PDE-B
,509624375,NUM,PDE-I
,509624375,NUM,PDE-L
,.,PUNCT,O
1086,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1087,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,952.48,NUM,O
,.,PUNCT,O
1088,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1089,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,436.78",NUM,O
,.,PUNCT,O
1090,Date,NOUN,O
,29,NUM,O
,Jan,PROPN,O
,19,NUM,O
,.,PUNCT,O
1091,Description,NOUN,O
,YOURCASH,PROPN,PDE-B
,/HR92140,VERB,PDE-L
,.,PUNCT,O
1092,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1093,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,510.00",NUM,O
,.,PUNCT,O
1094,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1095,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,946.78",NUM,O
,.,PUNCT,O
1096,Date,NOUN,O
,29,NUM,O
,Jan,PROPN,O
,19,NUM,O
,.,PUNCT,O
1097,Description,NOUN,O
,PAYPOINT,PROPN,PDE-B
,COLLECTIO,NOUN,PDE-I
,0007438729122009,NUM,PDE-L
,.,PUNCT,PT-U
1098,Type,VERB,O
,DD,PROPN,PT-U
,.,PUNCT,O
1099,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1100,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,698.48",NUM,O
,.,PUNCT,O
1101,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,248.30",NUM,O
,.,PUNCT,O
1102,Date,NOUN,O
,29,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1103,Description,NOUN,O
,020541163874109,NUM,PDE-B
,300000000435558240,NUM,PDE-I
,WAGES,PROPN,PDE-L
,Type,PROPN,O
,FPO,PROPN,O
,.,PUNCT,O
1104,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1105,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,666.86,NUM,PO-U
,.,PUNCT,O
1106,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,581.44",NUM,B-U
,.,PUNCT,O
1107,Date,NOUN,O
,29,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1108,Description,NOUN,O
,SITTINGBOURNE,NOUN,PDE-U
,CD,NOUN,O
,3849,NUM,O
,29JAN19,NOUN,O
,.,PUNCT,O
1109,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1110,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1111,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"4,000.00",NUM,PO-U
,.,PUNCT,O
1112,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"2,581.44",NUM,B-U
,.,PUNCT,O
1113,Date,NOUN,O
,30,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1114,Description,NOUN,O
,FDMS,PROPN,PDE-B
,509624375,NUM,PDE-I
,509624375,NUM,PDE-L
,.,PUNCT,O
1115,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1116,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,983.80,NUM,PI-U
,.,PUNCT,O
1117,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1118,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"3,565.24",NUM,B-U
,.,PUNCT,O
1119,Date,NOUN,O
,30,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1120,Description,NOUN,O
,FDMS,PROPN,PDE-B
,509624375,NUM,PDE-I
,509624375,NUM,PDE-L
,.,PUNCT,O
1121,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1122,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,058.10",NUM,PI-U
,.,PUNCT,O
1123,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1124,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"4,623.34",NUM,B-U
,.,PUNCT,O
1125,Date,NOUN,O
,30,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1126,Description,NOUN,O
,FDMS,PROPN,PDE-B
,509624375,NUM,PDE-I
,509624375,NUM,PDE-L
,.,PUNCT,O
1127,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1128,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,105.23",NUM,PI-U
,.,PUNCT,O
1129,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1130,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,728.57",NUM,B-U
,.,PUNCT,O
1131,Date,NOUN,O
,30,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1132,Description,NOUN,O
,YOURCASH,PROPN,PDE-B
,/HR92140,VERB,PDE-L
,.,PUNCT,O
1133,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1134,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,360.00",NUM,PI-U
,.,PUNCT,O
1135,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1136,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,088.57",NUM,B-U
,.,PUNCT,O
1137,Date,NOUN,O
,30,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1138,Description,NOUN,O
,YOURCASH,PROPN,PDE-B
,/HR92140,VERB,PDE-L
,.,PUNCT,O
1139,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1140,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,830.00",NUM,PI-U
,.,PUNCT,O
1141,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1142,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,918.57",NUM,B-U
,.,PUNCT,O
1143,Date,NOUN,O
,30,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1144,Description,NOUN,O
,YOURCASH,PROPN,PDE-B
,/HR92140,VERB,PDE-L
,.,PUNCT,O
1145,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1146,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,850.00",NUM,PI-U
,.,PUNCT,O
1147,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1148,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"10,768.57",PROPN,B-U
,.,PUNCT,O
1149,Date,NOUN,O
,30,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1150,Description,NOUN,O
,MENZIES,PROPN,PDE-B
,DISTRIBUTI,NOUN,PDE-I
,22002140,NUM,PDE-L
,.,PUNCT,O
1151,Type,VERB,O
,DD,PROPN,PT-U
,.,PUNCT,O
1152,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1153,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,510.97,NUM,PO-U
,.,PUNCT,O
1154,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"10,257.60",NUM,B-U
,.,PUNCT,O
1155,Date,NOUN,O
,30,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1156,Description,NOUN,O
,CAMELOT,PROPN,PDE-B
,UK,PROPN,PDE-I
,LOTTERI,PROPN,PDE-I
,0000465312,NUM,PDE-L
,.,PUNCT,O
1157,Type,VERB,O
,DD,PROPN,PT-U
,.,PUNCT,O
1158,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1159,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,232.50",NUM,PO-U
,.,PUNCT,O
1160,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"9,025.10",NUM,B-U
,.,PUNCT,O
1161,Date,NOUN,O
,30,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1162,Description,NOUN,O
,PAYPOINT,PROPN,PDE-B
,COLLECTIO,NOUN,PDE-I
,0007438729122009,NUM,PDE-L
,.,PUNCT,O
1163,Type,VERB,O
,DD,PROPN,PT-U
,.,PUNCT,O
1164,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1165,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"3,913.19",NUM,PO-U
,.,PUNCT,O
1166,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,111.91",NUM,B-U
,.,PUNCT,O
1167,Date,NOUN,O
,31,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1168,Description,NOUN,O
,FDMS,PROPN,PDE-B
,509624375,NUM,PDE-I
,509624375,NUM,PDE-L
,.,PUNCT,O
1169,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1170,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,681.32,NUM,PI-U
,.,PUNCT,O
1171,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1172,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,793.23",NUM,B-U
,.,PUNCT,O
1173,Date,NOUN,O
,31,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1174,Description,NOUN,O
,YOURCASH,PROPN,PDE-B
,/HR92140,VERB,PDE-L
,.,PUNCT,O
1175,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1176,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,030.00",NUM,PI-U
,.,PUNCT,O
1177,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1178,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,823.23",NUM,B-U
,.,PUNCT,O
1179,Date,NOUN,O
,31,NUM,PDA-B
,Jan,PROPN,PDA-I
,19,NUM,PDA-L
,.,PUNCT,O
1180,Description,NOUN,O
,PAYPOINT,PROPN,PDE-B
,COLLECTIO,NOUN,PDE-I
,0007438729122009,NUM,PDE-L
,.,PUNCT,O
1181,Type,VERB,O
,DD,PROPN,PT-U
,.,PUNCT,O
1182,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1183,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,553.55",NUM,PO-U
,.,PUNCT,O
1184,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,269.68",NUM,B-U
,.,PUNCT,O
1185,(,PUNCT,O
,Continued,VERB,O
,on,ADP,O
,next,ADJ,O
,page,NOUN,O
,),PUNCT,O
,Page,NOUN,O
,7,NUM,O
,of,ADP,O
,7,NUM,O
,logo,NOUN,O
,",",PUNCT,O
,Lloyds,PROPN,O
,Bank,PROPN,O
,.,PUNCT,O
1186,09,NUM,ID-B
,April,PROPN,ID-I
,2019,NUM,ID-L
,Lloyds,PROPN,O
,Bank,PROPN,O
,plc,PROPN,O
,.,PUNCT,O
1187,Registered,PROPN,O
,Office,PROPN,O
,:,PUNCT,O
,25,NUM,O
,Gresham,PROPN,O
,Street,PROPN,O
,",",PUNCT,O
,London,PROPN,O
,EC2V,NOUN,O
,7HN,NUM,O
,.,PUNCT,O
1188,Registered,VERB,O
,in,ADP,O
,England,PROPN,O
,and,CCONJ,O
,Wales,PROPN,O
,no,INTJ,O
,.,PUNCT,O
1189,2065,NUM,O
,.,PUNCT,O
1190,Authorised,VERB,O
,by,ADP,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,regulated,VERB,O
,by,ADP,O
,the,DET,O
,Financial,PROPN,O
,Conduct,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,under,ADP,O
,Registration,PROPN,O
,Number,PROPN,O
,119278,NUM,O
,.,PUNCT,O
1191,Transaction,NOUN,O
,types,NOUN,O
,.,PUNCT,O
1192,blank,ADJ,O
,.,PUNCT,O
1193,BGC,PROPN,PT-U
,.,PUNCT,O
1194,Bank,PROPN,O
,Giro,PROPN,O
,Credit,PROPN,O
,.,PUNCT,O
1195,BP,PROPN,O
,.,PUNCT,O
1196,Bill,PROPN,O
,Payments,PROPN,O
,.,PUNCT,O
1197,CHG,PROPN,O
,.,PUNCT,O
1198,Charge,VERB,O
,.,PUNCT,O
1199,CHQ,PROPN,O
,.,PUNCT,O
1200,Cheque,PROPN,O
,.,PUNCT,O
1201,COR,PROPN,O
,.,PUNCT,O
1202,Correction,NOUN,O
,.,PUNCT,O
1203,CPT,PROPN,O
,.,PUNCT,O
1204,Cashpoint,PROPN,O
,.,PUNCT,O
1205,DD,PROPN,PT-U
,.,PUNCT,O
1206,Direct,PROPN,O
,Debit,PROPN,O
,.,PUNCT,O
1207,DEB,PROPN,PT-U
,.,PUNCT,O
1208,Debit,PROPN,O
,Card,PROPN,O
,.,PUNCT,O
1209,DEP,PROPN,PT-U
,.,PUNCT,O
1210,Deposit,NOUN,O
,.,PUNCT,O
1211,FEE,PROPN,O
,.,PUNCT,O
1212,Fixed,PROPN,O
,Service,PROPN,O
,FPI,PROPN,O
,.,PUNCT,O
1213,Faster,ADJ,O
,Payment,NOUN,O
,In,ADP,O
,.,PUNCT,O
1214,FPO,PROPN,O
,.,PUNCT,O
1215,Faster,ADJ,O
,Payment,NOUN,O
,Out,ADP,O
,.,PUNCT,O
1216,MPI,PROPN,O
,.,PUNCT,O
1217,Mobile,PROPN,O
,Payment,PROPN,O
,In,ADP,O
,.,PUNCT,O
1218,MPO,NOUN,O
,.,PUNCT,O
1219,Mobile,PROPN,O
,Payment,PROPN,O
,Out,ADP,O
,.,PUNCT,O
1220,PAY,NOUN,PT-U
,.,PUNCT,O
1221,Payment,NOUN,O
,.,PUNCT,O
1222,SO,ADV,O
,.,PUNCT,O
1223,Standing,VERB,O
,Order,NOUN,O
,.,PUNCT,O
1224,TFR,PROPN,O
,.,PUNCT,O
1225,Transfer,INTJ,O
,.,PUNCT,O
1226,blank,ADJ,O
,.,PUNCT,O
1227,blank,ADJ,O
,.,PUNCT,O
1228,blank,ADJ,O
,.,PUNCT,O
1229,blank,ADJ,O
,.,PUNCT,O
1230,blank,ADJ,O
,.,PUNCT,O
1231,blank,ADJ,O
,.,PUNCT,O
1232,Page,NOUN,O
,1,NUM,O
,of,ADP,O
,3,NUM,O
,logo,NOUN,O
,",",PUNCT,O
,Lloyds,PROPN,O
,Bank,PROPN,O
,.,PUNCT,O
1233,12,NUM,ID-B
,August,PROPN,ID-I
,2020,NUM,ID-L
,Lloyds,PROPN,O
,Bank,PROPN,O
,plc,PROPN,O
,.,PUNCT,O
1234,Registered,PROPN,O
,Office,PROPN,O
,:,PUNCT,O
,25,NUM,O
,Gresham,PROPN,O
,Street,PROPN,O
,",",PUNCT,O
,London,PROPN,O
,EC2V,NOUN,O
,7HN,NUM,O
,.,PUNCT,O
1235,Registered,VERB,O
,in,ADP,O
,England,PROPN,O
,and,CCONJ,O
,Wales,PROPN,O
,no,INTJ,O
,.,PUNCT,O
1236,2065,NUM,O
,.,PUNCT,O
1237,Authorised,VERB,O
,by,ADP,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,regulated,VERB,O
,by,ADP,O
,the,DET,O
,Financial,PROPN,O
,Conduct,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,under,ADP,O
,Registration,PROPN,O
,Number,PROPN,O
,119278,NUM,O
,.,PUNCT,O
1238,BRIT,ADP,AN-B
,FRIED,PROPN,AN-I
,CHICKEN,PROPN,AN-I
,LIMITED,PROPN,AN-L
,Unit,NOUN,AA-B
,3,NUM,AA-I
,Station,PROPN,AA-I
,Gate,PROPN,AA-I
,Basildon,PROPN,AA-I
,Essex,PROPN,AA-I
,SS15,PROPN,AA-I
,6UA,PROPN,AA-L
,Your,DET,O
,Account,NOUN,O
,Sort,NOUN,O
,Code,PROPN,O
,30,NUM,SC-U
,-,SYM,SC-U
,90,NUM,SC-U
,-,PUNCT,SC-U
,90,NUM,SC-U
,Account,NOUN,O
1239,Number,NOUN,O
,31207668,NUM,ANU-U
,BUSINESS,PROPN,O
,ACCOUNT,PROPN,O
,.,PUNCT,O
1240,01,NUM,FD-B
,August,PROPN,FD-I
,2020,NUM,FD-L
,to,ADP,O
,12,NUM,TD-B
,August,PROPN,TD-I
,2020,NUM,TD-L
,.,PUNCT,O
1241,Money,NOUN,O
,In,ADP,O
,.,PUNCT,O
1242,£,SYM,O
,"12,196.08",NUM,O
,.,PUNCT,O
1243,Balance,NOUN,O
,on,ADP,O
,01,NUM,FD-B
,August,PROPN,FD-I
,2020,NUM,FD-L
,.,PUNCT,O
1244,£,SYM,OB-U
